0 60 -10 0.5 0.5 0.1 0.1 0.3 0.3
0.05 46.0528 -8.70323 386444 1.27369e+06 -4.48967 -0.241905 0.297075 0.2975
0.1 38.9373 -2.48166 1.50995e+06 2.74225e+06 -3.90771 -0.556383 0.294068 0.228202
0.15 35.0499 11.7317 3.09013e+06 4.28374e+06 -2.98115 -1.06465 0.240591 0.1707
0.2 32.265 32.0983 4.96854e+06 5.70131e+06 -1.77136 -2.84078 0.151048 0.240615
0.25 29.7484 47.2852 7.08633e+06 6.69494e+06 -2.27939 -4.26932 0.205456 0.258129
0.3 27.196 51.4529 9.42614e+06 7.28951e+06 -2.34357 -5.08998 0.224679 0.274797
0.35 24.5293 51.6815 1.19865e+07 7.80602e+06 -2.36321 -5.41035 0.242962 0.290632
0.4 21.7537 50.5649 1.47696e+07 8.33228e+06 -2.3403 -5.83399 0.260329 0.305707
0.45 18.8985 47.6463 1.77765e+07 8.86306e+06 -2.27817 -6.62384 0.27681 0.320039
0.5 15.9953 40.9619 2.10062e+07 9.35613e+06 -2.18059 -8.33214 0.29242 0.333666
0.55 13.0724 26.7471 2.44545e+07 9.71678e+06 -2.05137 -12.1476 0.307156 0.34662
0.6 10.1527 0.832613 2.81144e+07 9.7918e+06 -1.89413 -20.0162 0.32099 0.358933
0.65 7.25411 -4.21806 3.19757e+07 9.4735e+06 -1.71229 -33.4845 0.333855 0.370631
0.7 4.39007 8.15883 3.60248e+07 9.38511e+06 -1.50905 -34.9282 0.345635 0.381712
0.75 1.57034 -9.61569 4.02441e+07 9.7551e+06 -1.2875 -26.6426 0.356148 0.392263
0.8 -1.19831 7.63578 4.46118e+07 1.03092e+07 -1.05079 -33.2628 0.365142 0.402322
0.85 -3.91138 0.725058 4.91e+07 1.13222e+07 -0.802377 -22.5928 0.372282 0.411869
0.9 -6.5661 -0.418279 5.36746e+07 1.25705e+07 -0.546288 -23.768 0.377172 0.420948
0.95 -9.16095 2.41003 5.8293e+07 1.41057e+07 -0.287353 -22.212 0.37938 0.429551
1 -11.6954 7.3108 6.29039e+07 1.59072e+07 -0.0312546 -19.2484 0.378516 0.437692
1.05 -14.1699 13.0263 6.74461e+07 1.79305e+07 0.215715 -15.8932 0.374321 0.445376
1.1 -16.5857 18.3413 7.18499e+07 2.01289e+07 0.447284 -12.6683 0.366776 0.4526
1.15 -18.9458 22.3391 7.60404e+07 2.24655e+07 0.658173 -9.93756 0.356186 0.45935
1.2 -21.2553 24.6328 7.99435e+07 2.49216e+07 0.845149 -7.87106 0.343189 0.465597
1.25 -23.5224 25.326 8.34943e+07 2.74976e+07 1.00777 -6.44733 0.328686 0.471297
1.3 -25.759 24.7948 8.66464e+07 3.02051e+07 1.14849 -5.52366 0.313691 0.476377
1.35 -27.9806 23.4633 8.93783e+07 3.3059e+07 1.27211 -4.92524 0.299155 0.48074
1.4 -30.2065 21.6715 9.16948e+07 3.60721e+07 1.38474 -4.50624 0.285834 0.484247
1.45 -32.4586 19.6412 9.36239e+07 3.92535e+07 1.49281 -4.17018 0.274225 0.486717
1.5 -34.7604 17.497 9.52081e+07 4.26084e+07 1.60227 -3.86359 0.264569 0.487918
1.55 -37.1358 15.302 9.64961e+07 4.61395e+07 1.71825 -3.56109 0.256907 0.487563
1.6 -39.6081 13.0862 9.75357e+07 4.98479e+07 1.8449 -3.25254 0.25114 0.485312
1.65 -42.1972 10.8639 9.837e+07 5.37334e+07 1.98544 -2.93517 0.247094 0.480789
1.7 -44.9158 8.64244 9.90351e+07 5.77954e+07 2.14207 -2.60978 0.244565 0.473607
1.75 -47.7631 6.42598 9.95606e+07 6.20324e+07 2.3158 -2.27917 0.243344 0.463411
1.8 -50.7162 4.21739 9.99709e+07 6.64426e+07 2.50597 -1.94766 0.243234 0.44995
1.85 -53.7207 2.01861 1.00286e+08 7.10232e+07 2.70969 -1.62078 0.244062 0.433145
1.9 -56.6857 -0.168969 1.00525e+08 7.57709e+07 2.92146 -1.3049 0.245674 0.413157
1.95 -59.4901 -2.34445 1.00703e+08 8.06814e+07 3.13339 -1.00662 0.247936 0.390432
2 -62.0058 -4.50741 1.00835e+08 8.57491e+07 3.33656 -0.731944 0.250735 0.365686
2.05 -64.132 -6.65785 1.00932e+08 9.09663e+07 3.52324 -0.485407 0.253973 0.339838
2.1 -65.8237 -8.79625 1.01005e+08 9.63232e+07 3.68886 -0.269453 0.257564 0.313893
2.15 -67.0976 -10.9236 1.01062e+08 1.01806e+08 3.83274 -0.0841895 0.261437 0.28881
2.2 -68.0134 -13.0413 1.01107e+08 1.07396e+08 3.95721 0.0724042 0.26553 0.265391
2.25 -68.6482 -15.1513 1.01144e+08 1.13067e+08 4.06603 0.203943 0.269791 0.244211
2.3 -69.0755 -17.2564 1.01175e+08 1.18783e+08 4.16306 0.314961 0.274175 0.225606
2.35 -69.3559 -19.3596 1.01202e+08 1.24493e+08 4.25158 0.410291 0.278647 0.2097
2.4 -69.5346 -21.4651 1.01226e+08 1.30129e+08 4.33402 0.494607 0.283176 0.196454
2.45 -69.644 -23.5778 1.01247e+08 1.35601e+08 4.41211 0.572176 0.287737 0.185727
2.5 -69.7062 -25.7046 1.01267e+08 1.40798e+08 4.48699 0.646794 0.292309 0.177325
2.55 -69.7364 -27.855 1.01286e+08 1.45593e+08 4.55942 0.721873 0.296875 0.171041
2.6 -69.7446 -30.0432 1.01303e+08 1.49863e+08 4.62986 0.800605 0.30142 0.166679
2.65 -69.7378 -32.2899 1.01319e+08 1.53511e+08 4.69861 0.886152 0.305933 0.164061
2.7 -69.7204 -34.623 1.01335e+08 1.56495e+08 4.76584 0.981775 0.310405 0.163026
2.75 -69.6957 -37.077 1.0135e+08 1.58835e+08 4.83165 1.09083 0.314827 0.163418
2.8 -69.6655 -39.689 1.01364e+08 1.60607e+08 4.8961 1.21664 0.319193 0.165075
2.85 -69.6315 -42.4938 1.01379e+08 1.61912e+08 4.9592 1.36226 0.323498 0.167829
2.9 -69.5945 -45.5161 1.01392e+08 1.62855e+08 5.02097 1.53018 0.327738 0.171506
2.95 -69.5552 -48.7583 1.01406e+08 1.63529e+08 5.08142 1.72174 0.33191 0.175939
3 -69.5141 -52.1832 1.0142e+08 1.64004e+08 5.14053 1.93622 0.336011 0.180974
3.05 -69.4715 -55.6934 1.01433e+08 1.64337e+08 5.19832 2.16956 0.34004 0.186475
3.1 -69.4277 -59.1201 1.01446e+08 1.64566e+08 5.25476 2.41326 0.343995 0.192328
3.15 -69.3827 -62.2449 1.0146e+08 1.64723e+08 5.30988 2.655 0.347875 0.198436
3.2 -69.3368 -64.8643 1.01473e+08 1.64831e+08 5.36366 2.88168 0.35168 0.204722
3.25 -69.29 -66.8688 1.01486e+08 1.64906e+08 5.41612 3.08404 0.35541 0.211121
3.3 -69.2423 -68.2754 1.01499e+08 1.64961e+08 5.46726 3.25931 0.359065 0.217579
3.35 -69.1937 -69.1924 1.01512e+08 1.65003e+08 5.51709 3.41038 0.362645 0.224056
3.4 -69.1444 -69.7564 1.01526e+08 1.65037e+08 5.56563 3.5427 0.366151 0.230517
3.45 -69.0943 -70.0875 1.01539e+08 1.65065e+08 5.61288 3.66171 0.369584 0.236934
3.5 -69.0434 -70.2733 1.01552e+08 1.65089e+08 5.65886 3.77157 0.372943 0.243287
3.55 -68.9918 -70.3715 1.01566e+08 1.6511e+08 5.70359 3.87511 0.376232 0.249559
3.6 -68.9394 -70.4176 1.01579e+08 1.6513e+08 5.74709 3.97406 0.37945 0.255738
3.65 -68.8863 -70.4331 1.01593e+08 1.65147e+08 5.78936 4.06949 0.382598 0.261814
3.7 -68.8325 -70.4304 1.01607e+08 1.65164e+08 5.83045 4.16199 0.385678 0.267781
3.75 -68.7778 -70.4168 1.01621e+08 1.65179e+08 5.87035 4.25193 0.388692 0.273633
3.8 -68.7225 -70.3964 1.01635e+08 1.65194e+08 5.9091 4.3395 0.391639 0.279367
3.85 -68.6664 -70.3718 1.01649e+08 1.65208e+08 5.94672 4.42482 0.394522 0.28498
3.9 -68.6095 -70.3445 1.01663e+08 1.65221e+08 5.98321 4.50798 0.397342 0.290472
3.95 -68.552 -70.3153 1.01677e+08 1.65234e+08 6.01862 4.58901 0.4001 0.295841
4 -68.4936 -70.2846 1.01691e+08 1.65247e+08 6.05296 4.66795 0.402798 0.301089
4.05 -68.4346 -70.2529 1.01706e+08 1.65259e+08 6.08624 4.74485 0.405437 0.306216
4.1 -68.3748 -70.2202 1.01721e+08 1.65271e+08 6.11849 4.81972 0.408018 0.311222
