0 0 0 0.1 0.1
36.95 -nan -nan 0.1 0.1
37 -nan -nan 0.1 0.1
37.05 -nan -nan 0.1 0.1
37.1 -nan -nan 0.1 0.1
37.15 -nan -nan 0.1 0.1
37.2 -nan -nan 0.1 0.1
37.25 -nan -nan 0.1 0.1
37.3 -nan -nan 0.1 0.1
37.35 -nan -nan 0.1 0.1
37.4 -nan -nan 0.1 0.1
37.45 -nan -nan 0.1 0.1
37.5 -nan -nan 0.1 0.1
37.55 -nan -nan 0.1 0.1
37.6 -nan -nan 0.1 0.1
37.65 -nan -nan 0.1 0.1
37.7 -nan -nan 0.1 0.1
37.75 -nan -nan 0.1 0.1
37.8 -nan -nan 0.1 0.1
37.85 -nan -nan 0.1 0.1
37.9 -nan -nan 0.1 0.1
37.95 -nan -nan 0.1 0.1
38 -nan -nan 0.1 0.1
38.05 -nan -nan 0.1 0.1
38.1 -nan -nan 0.1 0.1
38.15 -nan -nan 0.1 0.1
38.2 -nan -nan 0.1 0.1
38.25 -nan -nan 0.1 0.1
38.3 -nan -nan 0.1 0.1
38.35 -nan -nan 0.1 0.1
38.4 -nan -nan 0.1 0.1
38.45 -nan -nan 0.1 0.1
38.5 -nan -nan 0.1 0.1
38.55 -nan -nan 0.1 0.1
38.6 -nan -nan 0.1 0.1
38.65 -nan -nan 0.1 0.1
38.7 -nan -nan 0.1 0.1
38.75 -nan -nan 0.1 0.1
38.8 -nan -nan 0.1 0.1
38.85 -nan -nan 0.1 0.1
38.9 -nan -nan 0.1 0.1
38.95 -nan -nan 0.1 0.1
39 -nan -nan 0.1 0.1
39.05 -nan -nan 0.1 0.1
39.1 -nan -nan 0.1 0.1
39.15 -nan -nan 0.1 0.1
39.2 -nan -nan 0.1 0.1
39.25 -nan -nan 0.1 0.1
39.3 -nan -nan 0.1 0.1
39.35 -nan -nan 0.1 0.1
39.4 -nan -nan 0.1 0.1
39.45 -nan -nan 0.1 0.1
39.5 -nan -nan 0.1 0.1
39.55 -nan -nan 0.1 0.1
39.6 -nan -nan 0.1 0.1
39.65 -nan -nan 0.1 0.1
39.7 -nan -nan 0.1 0.1
39.75 -nan -nan 0.1 0.1
39.8 -nan -nan 0.1 0.1
39.85 -nan -nan 0.1 0.1
39.9 -nan -nan 0.1 0.1
39.95 -nan -nan 0.1 0.1
40 -nan -nan 0.1 0.1
40.05 -nan -nan 0.1 0.1
40.1 -nan -nan 0.1 0.1
40.15 -nan -nan 0.1 0.1
40.2 -nan -nan 0.1 0.1
40.25 -nan -nan 0.1 0.1
40.3 -nan -nan 0.1 0.1
40.35 -nan -nan 0.1 0.1
40.4 -nan -nan 0.1 0.1
40.45 -nan -nan 0.1 0.1
40.5 -nan -nan 0.1 0.1
40.55 -nan -nan 0.1 0.1
40.6 -nan -nan 0.1 0.1
40.65 -nan -nan 0.1 0.1
40.7 -nan -nan 0.1 0.1
40.75 -nan -nan 0.1 0.1
40.8 -nan -nan 0.1 0.1
40.85 -nan -nan 0.1 0.1
40.9 -nan -nan 0.1 0.1
40.95 -nan -nan 0.1 0.1
41 -nan -nan 0.1 0.1
41.05 -nan -nan 0.1 0.1
41.1 -nan -nan 0.1 0.1
41.15 -nan -nan 0.1 0.1
41.2 -nan -nan 0.1 0.1
41.25 -nan -nan 0.1 0.1
41.3 -nan -nan 0.1 0.1
41.35 -nan -nan 0.1 0.1
41.4 -nan -nan 0.1 0.1
41.45 -nan -nan 0.1 0.1
41.5 -nan -nan 0.1 0.1
41.55 -nan -nan 0.1 0.1
41.6 -nan -nan 0.1 0.1
41.65 -nan -nan 0.1 0.1
41.7 -nan -nan 0.1 0.1
41.75 -nan -nan 0.1 0.1
41.8 -nan -nan 0.1 0.1
41.85 -nan -nan 0.1 0.1
41.9 -nan -nan 0.1 0.1
41.95 -nan -nan 0.1 0.1
42 -nan -nan 0.1 0.1
42.05 -nan -nan 0.1 0.1
42.1 -nan -nan 0.1 0.1
42.15 -nan -nan 0.1 0.1
42.2 -nan -nan 0.1 0.1
42.25 -nan -nan 0.1 0.1
42.3 -nan -nan 0.1 0.1
42.35 -nan -nan 0.1 0.1
42.4 -nan -nan 0.1 0.1
42.45 -nan -nan 0.1 0.1
42.5 -nan -nan 0.1 0.1
42.55 -nan -nan 0.1 0.1
42.6 -nan -nan 0.1 0.1
42.65 -nan -nan 0.1 0.1
42.7 -nan -nan 0.1 0.1
42.75 -nan -nan 0.1 0.1
42.8 -nan -nan 0.1 0.1
42.85 -nan -nan 0.1 0.1
42.9 -nan -nan 0.1 0.1
42.95 -nan -nan 0.1 0.1
43 -nan -nan 0.1 0.1
43.05 -nan -nan 0.1 0.1
43.1 -nan -nan 0.1 0.1
43.15 -nan -nan 0.1 0.1
43.2 -nan -nan 0.1 0.1
43.25 -nan -nan 0.1 0.1
43.3 -nan -nan 0.1 0.1
43.35 -nan -nan 0.1 0.1
43.4 -nan -nan 0.1 0.1
43.45 -nan -nan 0.1 0.1
43.5 -nan -nan 0.1 0.1
43.55 -nan -nan 0.1 0.1
43.6 -nan -nan 0.1 0.1
43.65 -nan -nan 0.1 0.1
43.7 -nan -nan 0.1 0.1
43.75 -nan -nan 0.1 0.1
43.8 -nan -nan 0.1 0.1
43.85 -nan -nan 0.1 0.1
43.9 -nan -nan 0.1 0.1
43.95 -nan -nan 0.1 0.1
44 -nan -nan 0.1 0.1
44.05 -nan -nan 0.1 0.1
44.1 -nan -nan 0.1 0.1
44.15 -nan -nan 0.1 0.1
44.2 -nan -nan 0.1 0.1
44.25 -nan -nan 0.1 0.1
44.3 -nan -nan 0.1 0.1
44.35 -nan -nan 0.1 0.1
44.4 -nan -nan 0.1 0.1
44.45 -nan -nan 0.1 0.1
44.5 -nan -nan 0.1 0.1
44.55 -nan -nan 0.1 0.1
44.6 -nan -nan 0.1 0.1
44.65 -nan -nan 0.1 0.1
44.7 -nan -nan 0.1 0.1
44.75 -nan -nan 0.1 0.1
44.8 -nan -nan 0.1 0.1
44.85 -nan -nan 0.1 0.1
44.9 -nan -nan 0.1 0.1
44.95 -nan -nan 0.1 0.1
45 -nan -nan 0.1 0.1
45.05 -nan -nan 0.1 0.1
45.1 -nan -nan 0.1 0.1
45.15 -nan -nan 0.1 0.1
45.2 -nan -nan 0.1 0.1
45.25 -nan -nan 0.1 0.1
45.3 -nan -nan 0.1 0.1
45.35 -nan -nan 0.1 0.1
45.4 -nan -nan 0.1 0.1
45.45 -nan -nan 0.1 0.1
45.5 -nan -nan 0.1 0.1
45.55 -nan -nan 0.1 0.1
45.6 -nan -nan 0.1 0.1
45.65 -nan -nan 0.1 0.1
45.7 -nan -nan 0.1 0.1
45.75 -nan -nan 0.1 0.1
45.8 -nan -nan 0.1 0.1
45.85 -nan -nan 0.1 0.1
45.9 -nan -nan 0.1 0.1
45.95 -nan -nan 0.1 0.1
46 -nan -nan 0.1 0.1
46.05 -nan -nan 0.1 0.1
46.1 -nan -nan 0.1 0.1
46.15 -nan -nan 0.1 0.1
46.2 -nan -nan 0.1 0.1
46.25 -nan -nan 0.1 0.1
46.3 -nan -nan 0.1 0.1
46.35 -nan -nan 0.1 0.1
46.4 -nan -nan 0.1 0.1
46.45 -nan -nan 0.1 0.1
46.5 -nan -nan 0.1 0.1
46.55 -nan -nan 0.1 0.1
46.6 -nan -nan 0.1 0.1
46.65 -nan -nan 0.1 0.1
46.7 -nan -nan 0.1 0.1
46.75 -nan -nan 0.1 0.1
46.8 -nan -nan 0.1 0.1
46.85 -nan -nan 0.1 0.1
46.9 -nan -nan 0.1 0.1
46.95 -nan -nan 0.1 0.1
47 -nan -nan 0.1 0.1
47.05 -nan -nan 0.1 0.1
47.1 -nan -nan 0.1 0.1
47.15 -nan -nan 0.1 0.1
47.2 -nan -nan 0.1 0.1
47.25 -nan -nan 0.1 0.1
47.3 -nan -nan 0.1 0.1
47.35 -nan -nan 0.1 0.1
47.4 -nan -nan 0.1 0.1
47.45 -nan -nan 0.1 0.1
47.5 -nan -nan 0.1 0.1
47.55 -nan -nan 0.1 0.1
47.6 -nan -nan 0.1 0.1
47.65 -nan -nan 0.1 0.1
47.7 -nan -nan 0.1 0.1
47.75 -nan -nan 0.1 0.1
47.8 -nan -nan 0.1 0.1
47.85 -nan -nan 0.1 0.1
47.9 -nan -nan 0.1 0.1
47.95 -nan -nan 0.1 0.1
48 -nan -nan 0.1 0.1
48.05 -nan -nan 0.1 0.1
48.1 -nan -nan 0.1 0.1
48.15 -nan -nan 0.1 0.1
48.2 -nan -nan 0.1 0.1
48.25 -nan -nan 0.1 0.1
48.3 -nan -nan 0.1 0.1
48.35 -nan -nan 0.1 0.1
48.4 -nan -nan 0.1 0.1
48.45 -nan -nan 0.1 0.1
48.5 -nan -nan 0.1 0.1
48.55 -nan -nan 0.1 0.1
48.6 -nan -nan 0.1 0.1
48.65 -nan -nan 0.1 0.1
48.7 -nan -nan 0.1 0.1
48.75 -nan -nan 0.1 0.1
48.8 -nan -nan 0.1 0.1
48.85 -nan -nan 0.1 0.1
48.9 -nan -nan 0.1 0.1
48.95 -nan -nan 0.1 0.1
49 -nan -nan 0.1 0.1
49.05 -nan -nan 0.1 0.1
49.1 -nan -nan 0.1 0.1
49.15 -nan -nan 0.1 0.1
49.2 -nan -nan 0.1 0.1
49.25 -nan -nan 0.1 0.1
49.3 -nan -nan 0.1 0.1
49.35 -nan -nan 0.1 0.1
49.4 -nan -nan 0.1 0.1
49.45 -nan -nan 0.1 0.1
49.5 -nan -nan 0.1 0.1
49.55 -nan -nan 0.1 0.1
49.6 -nan -nan 0.1 0.1
49.65 -nan -nan 0.1 0.1
49.7 -nan -nan 0.1 0.1
49.75 -nan -nan 0.1 0.1
49.8 -nan -nan 0.1 0.1
49.85 -nan -nan 0.1 0.1
49.9 -nan -nan 0.1 0.1
49.95 -nan -nan 0.1 0.1
50 -nan -nan 0.1 0.1
50.05 -nan -nan 0.1 0.1
50.1 -nan -nan 0.1 0.1
50.15 -nan -nan 0.1 0.1
50.2 -nan -nan 0.1 0.1
50.25 -nan -nan 0.1 0.1
50.3 -nan -nan 0.1 0.1
50.35 -nan -nan 0.1 0.1
50.4 -nan -nan 0.1 0.1
50.45 -nan -nan 0.1 0.1
50.5 -nan -nan 0.1 0.1
50.55 -nan -nan 0.1 0.1
50.6 -nan -nan 0.1 0.1
50.65 -nan -nan 0.1 0.1
50.7 -nan -nan 0.1 0.1
50.75 -nan -nan 0.1 0.1
50.8 -nan -nan 0.1 0.1
50.85 -nan -nan 0.1 0.1
50.9 -nan -nan 0.1 0.1
50.95 -nan -nan 0.1 0.1
51 -nan -nan 0.1 0.1
51.05 -nan -nan 0.1 0.1
51.1 -nan -nan 0.1 0.1
51.15 -nan -nan 0.1 0.1
51.2 -nan -nan 0.1 0.1
51.25 -nan -nan 0.1 0.1
51.3 -nan -nan 0.1 0.1
51.35 -nan -nan 0.1 0.1
51.4 -nan -nan 0.1 0.1
51.45 -nan -nan 0.1 0.1
51.5 -nan -nan 0.1 0.1
51.55 -nan -nan 0.1 0.1
51.6 -nan -nan 0.1 0.1
51.65 -nan -nan 0.1 0.1
51.7 -nan -nan 0.1 0.1
51.75 -nan -nan 0.1 0.1
51.8 -nan -nan 0.1 0.1
51.85 -nan -nan 0.1 0.1
51.9 -nan -nan 0.1 0.1
51.95 -nan -nan 0.1 0.1
52 -nan -nan 0.1 0.1
52.05 -nan -nan 0.1 0.1
52.1 -nan -nan 0.1 0.1
52.15 -nan -nan 0.1 0.1
52.2 -nan -nan 0.1 0.1
52.25 -nan -nan 0.1 0.1
52.3 -nan -nan 0.1 0.1
52.35 -nan -nan 0.1 0.1
52.4 -nan -nan 0.1 0.1
52.45 -nan -nan 0.1 0.1
52.5 -nan -nan 0.1 0.1
52.55 -nan -nan 0.1 0.1
52.6 -nan -nan 0.1 0.1
52.65 -nan -nan 0.1 0.1
52.7 -nan -nan 0.1 0.1
52.75 -nan -nan 0.1 0.1
52.8 -nan -nan 0.1 0.1
52.85 -nan -nan 0.1 0.1
52.9 -nan -nan 0.1 0.1
52.95 -nan -nan 0.1 0.1
53 -nan -nan 0.1 0.1
53.05 -nan -nan 0.1 0.1
53.1 -nan -nan 0.1 0.1
53.15 -nan -nan 0.1 0.1
53.2 -nan -nan 0.1 0.1
53.25 -nan -nan 0.1 0.1
53.3 -nan -nan 0.1 0.1
53.35 -nan -nan 0.1 0.1
53.4 -nan -nan 0.1 0.1
53.45 -nan -nan 0.1 0.1
53.5 -nan -nan 0.1 0.1
53.55 -nan -nan 0.1 0.1
53.6 -nan -nan 0.1 0.1
53.65 -nan -nan 0.1 0.1
53.7 -nan -nan 0.1 0.1
53.75 -nan -nan 0.1 0.1
53.8 -nan -nan 0.1 0.1
53.85 -nan -nan 0.1 0.1
53.9 -nan -nan 0.1 0.1
53.95 -nan -nan 0.1 0.1
54 -nan -nan 0.1 0.1
54.05 -nan -nan 0.1 0.1
54.1 -nan -nan 0.1 0.1
54.15 -nan -nan 0.1 0.1
54.2 -nan -nan 0.1 0.1
54.25 -nan -nan 0.1 0.1
54.3 -nan -nan 0.1 0.1
54.35 -nan -nan 0.1 0.1
54.4 -nan -nan 0.1 0.1
54.45 -nan -nan 0.1 0.1
54.5 -nan -nan 0.1 0.1
54.55 -nan -nan 0.1 0.1
54.6 -nan -nan 0.1 0.1
54.65 -nan -nan 0.1 0.1
54.7 -nan -nan 0.1 0.1
54.75 -nan -nan 0.1 0.1
54.8 -nan -nan 0.1 0.1
54.85 -nan -nan 0.1 0.1
54.9 -nan -nan 0.1 0.1
54.95 -nan -nan 0.1 0.1
55 -nan -nan 0.1 0.1
55.05 -nan -nan 0.1 0.1
55.1 -nan -nan 0.1 0.1
55.15 -nan -nan 0.1 0.1
55.2 -nan -nan 0.1 0.1
55.25 -nan -nan 0.1 0.1
55.3 -nan -nan 0.1 0.1
55.35 -nan -nan 0.1 0.1
55.4 -nan -nan 0.1 0.1
55.45 -nan -nan 0.1 0.1
55.5 -nan -nan 0.1 0.1
55.55 -nan -nan 0.1 0.1
55.6 -nan -nan 0.1 0.1
55.65 -nan -nan 0.1 0.1
55.7 -nan -nan 0.1 0.1
55.75 -nan -nan 0.1 0.1
55.8 -nan -nan 0.1 0.1
55.85 -nan -nan 0.1 0.1
55.9 -nan -nan 0.1 0.1
55.95 -nan -nan 0.1 0.1
56 -nan -nan 0.1 0.1
56.05 -nan -nan 0.1 0.1
56.1 -nan -nan 0.1 0.1
56.15 -nan -nan 0.1 0.1
56.2 -nan -nan 0.1 0.1
56.25 -nan -nan 0.1 0.1
56.3 -nan -nan 0.1 0.1
56.35 -nan -nan 0.1 0.1
56.4 -nan -nan 0.1 0.1
56.45 -nan -nan 0.1 0.1
56.5 -nan -nan 0.1 0.1
56.55 -nan -nan 0.1 0.1
56.6 -nan -nan 0.1 0.1
56.65 -nan -nan 0.1 0.1
56.7 -nan -nan 0.1 0.1
56.75 -nan -nan 0.1 0.1
56.8 -nan -nan 0.1 0.1
56.85 -nan -nan 0.1 0.1
56.9 -nan -nan 0.1 0.1
56.95 -nan -nan 0.1 0.1
57 -nan -nan 0.1 0.1
57.05 -nan -nan 0.1 0.1
57.1 -nan -nan 0.1 0.1
57.15 -nan -nan 0.1 0.1
57.2 -nan -nan 0.1 0.1
57.25 -nan -nan 0.1 0.1
57.3 -nan -nan 0.1 0.1
57.35 -nan -nan 0.1 0.1
57.4 -nan -nan 0.1 0.1
57.45 -nan -nan 0.1 0.1
57.5 -nan -nan 0.1 0.1
57.55 -nan -nan 0.1 0.1
57.6 -nan -nan 0.1 0.1
57.65 -nan -nan 0.1 0.1
57.7 -nan -nan 0.1 0.1
57.75 -nan -nan 0.1 0.1
57.8 -nan -nan 0.1 0.1
57.85 -nan -nan 0.1 0.1
57.9 -nan -nan 0.1 0.1
57.95 -nan -nan 0.1 0.1
58 -nan -nan 0.1 0.1
58.05 -nan -nan 0.1 0.1
58.1 -nan -nan 0.1 0.1
58.15 -nan -nan 0.1 0.1
58.2 -nan -nan 0.1 0.1
58.25 -nan -nan 0.1 0.1
58.3 -nan -nan 0.1 0.1
58.35 -nan -nan 0.1 0.1
58.4 -nan -nan 0.1 0.1
58.45 -nan -nan 0.1 0.1
58.5 -nan -nan 0.1 0.1
58.55 -nan -nan 0.1 0.1
58.6 -nan -nan 0.1 0.1
58.65 -nan -nan 0.1 0.1
58.7 -nan -nan 0.1 0.1
58.75 -nan -nan 0.1 0.1
58.8 -nan -nan 0.1 0.1
58.85 -nan -nan 0.1 0.1
58.9 -nan -nan 0.1 0.1
58.95 -nan -nan 0.1 0.1
59 -nan -nan 0.1 0.1
59.05 -nan -nan 0.1 0.1
59.1 -nan -nan 0.1 0.1
59.15 -nan -nan 0.1 0.1
59.2 -nan -nan 0.1 0.1
59.25 -nan -nan 0.1 0.1
59.3 -nan -nan 0.1 0.1
59.35 -nan -nan 0.1 0.1
59.4 -nan -nan 0.1 0.1
59.45 -nan -nan 0.1 0.1
59.5 -nan -nan 0.1 0.1
59.55 -nan -nan 0.1 0.1
59.6 -nan -nan 0.1 0.1
59.65 -nan -nan 0.1 0.1
59.7 -nan -nan 0.1 0.1
59.75 -nan -nan 0.1 0.1
59.8 -nan -nan 0.1 0.1
59.85 -nan -nan 0.1 0.1
59.9 -nan -nan 0.1 0.1
59.95 -nan -nan 0.1 0.1
60 -nan -nan 0.1 0.1
60.05 -nan -nan 0.1 0.1
60.1 -nan -nan 0.1 0.1
60.15 -nan -nan 0.1 0.1
60.2 -nan -nan 0.1 0.1
60.25 -nan -nan 0.1 0.1
60.3 -nan -nan 0.1 0.1
60.35 -nan -nan 0.1 0.1
60.4 -nan -nan 0.1 0.1
60.45 -nan -nan 0.1 0.1
60.5 -nan -nan 0.1 0.1
60.55 -nan -nan 0.1 0.1
60.6 -nan -nan 0.1 0.1
60.65 -nan -nan 0.1 0.1
60.7 -nan -nan 0.1 0.1
60.75 -nan -nan 0.1 0.1
60.8 -nan -nan 0.1 0.1
60.85 -nan -nan 0.1 0.1
60.9 -nan -nan 0.1 0.1
60.95 -nan -nan 0.1 0.1
61 -nan -nan 0.1 0.1
61.05 -nan -nan 0.1 0.1
61.1 -nan -nan 0.1 0.1
61.15 -nan -nan 0.1 0.1
61.2 -nan -nan 0.1 0.1
61.25 -nan -nan 0.1 0.1
61.3 -nan -nan 0.1 0.1
61.35 -nan -nan 0.1 0.1
61.4 -nan -nan 0.1 0.1
61.45 -nan -nan 0.1 0.1
61.5 -nan -nan 0.1 0.1
61.55 -nan -nan 0.1 0.1
61.6 -nan -nan 0.1 0.1
61.65 -nan -nan 0.1 0.1
61.7 -nan -nan 0.1 0.1
61.75 -nan -nan 0.1 0.1
61.8 -nan -nan 0.1 0.1
61.85 -nan -nan 0.1 0.1
61.9 -nan -nan 0.1 0.1
61.95 -nan -nan 0.1 0.1
62 -nan -nan 0.1 0.1
62.05 -nan -nan 0.1 0.1
62.1 -nan -nan 0.1 0.1
62.15 -nan -nan 0.1 0.1
62.2 -nan -nan 0.1 0.1
62.25 -nan -nan 0.1 0.1
62.3 -nan -nan 0.1 0.1
62.35 -nan -nan 0.1 0.1
62.4 -nan -nan 0.1 0.1
62.45 -nan -nan 0.1 0.1
62.5 -nan -nan 0.1 0.1
62.55 -nan -nan 0.1 0.1
62.6 -nan -nan 0.1 0.1
62.65 -nan -nan 0.1 0.1
62.7 -nan -nan 0.1 0.1
62.75 -nan -nan 0.1 0.1
62.8 -nan -nan 0.1 0.1
62.85 -nan -nan 0.1 0.1
62.9 -nan -nan 0.1 0.1
62.95 -nan -nan 0.1 0.1
63 -nan -nan 0.1 0.1
63.05 -nan -nan 0.1 0.1
63.1 -nan -nan 0.1 0.1
63.15 -nan -nan 0.1 0.1
63.2 -nan -nan 0.1 0.1
63.25 -nan -nan 0.1 0.1
63.3 -nan -nan 0.1 0.1
63.35 -nan -nan 0.1 0.1
63.4 -nan -nan 0.1 0.1
63.45 -nan -nan 0.1 0.1
63.5 -nan -nan 0.1 0.1
63.55 -nan -nan 0.1 0.1
63.6 -nan -nan 0.1 0.1
63.65 -nan -nan 0.1 0.1
63.7 -nan -nan 0.1 0.1
63.75 -nan -nan 0.1 0.1
63.8 -nan -nan 0.1 0.1
63.85 -nan -nan 0.1 0.1
63.9 -nan -nan 0.1 0.1
63.95 -nan -nan 0.1 0.1
64 -nan -nan 0.1 0.1
64.05 -nan -nan 0.1 0.1
64.1 -nan -nan 0.1 0.1
64.15 -nan -nan 0.1 0.1
64.2 -nan -nan 0.1 0.1
64.25 -nan -nan 0.1 0.1
64.3 -nan -nan 0.1 0.1
64.35 -nan -nan 0.1 0.1
64.4 -nan -nan 0.1 0.1
64.45 -nan -nan 0.1 0.1
64.5 -nan -nan 0.1 0.1
64.55 -nan -nan 0.1 0.1
64.6 -nan -nan 0.1 0.1
64.65 -nan -nan 0.1 0.1
64.7 -nan -nan 0.1 0.1
64.75 -nan -nan 0.1 0.1
64.8 -nan -nan 0.1 0.1
64.85 -nan -nan 0.1 0.1
64.9 -nan -nan 0.1 0.1
64.95 -nan -nan 0.1 0.1
65 -nan -nan 0.1 0.1
65.05 -nan -nan 0.1 0.1
65.1 -nan -nan 0.1 0.1
65.15 -nan -nan 0.1 0.1
65.2 -nan -nan 0.1 0.1
65.25 -nan -nan 0.1 0.1
65.3 -nan -nan 0.1 0.1
65.35 -nan -nan 0.1 0.1
65.4 -nan -nan 0.1 0.1
65.45 -nan -nan 0.1 0.1
65.5 -nan -nan 0.1 0.1
65.55 -nan -nan 0.1 0.1
65.6 -nan -nan 0.1 0.1
65.65 -nan -nan 0.1 0.1
65.7 -nan -nan 0.1 0.1
65.75 -nan -nan 0.1 0.1
65.8 -nan -nan 0.1 0.1
65.85 -nan -nan 0.1 0.1
65.9 -nan -nan 0.1 0.1
65.95 -nan -nan 0.1 0.1
66 -nan -nan 0.1 0.1
66.05 -nan -nan 0.1 0.1
66.1 -nan -nan 0.1 0.1
66.15 -nan -nan 0.1 0.1
66.2 -nan -nan 0.1 0.1
66.25 -nan -nan 0.1 0.1
66.3 -nan -nan 0.1 0.1
66.35 -nan -nan 0.1 0.1
66.4 -nan -nan 0.1 0.1
66.45 -nan -nan 0.1 0.1
66.5 -nan -nan 0.1 0.1
66.55 -nan -nan 0.1 0.1
66.6 -nan -nan 0.1 0.1
66.65 -nan -nan 0.1 0.1
66.7 -nan -nan 0.1 0.1
66.75 -nan -nan 0.1 0.1
66.8 -nan -nan 0.1 0.1
66.85 -nan -nan 0.1 0.1
66.9 -nan -nan 0.1 0.1
66.95 -nan -nan 0.1 0.1
67 -nan -nan 0.1 0.1
67.05 -nan -nan 0.1 0.1
67.1 -nan -nan 0.1 0.1
67.15 -nan -nan 0.1 0.1
67.2 -nan -nan 0.1 0.1
67.25 -nan -nan 0.1 0.1
67.3 -nan -nan 0.1 0.1
67.35 -nan -nan 0.1 0.1
67.4 -nan -nan 0.1 0.1
67.45 -nan -nan 0.1 0.1
67.5 -nan -nan 0.1 0.1
67.55 -nan -nan 0.1 0.1
67.6 -nan -nan 0.1 0.1
67.65 -nan -nan 0.1 0.1
67.7 -nan -nan 0.1 0.1
67.75 -nan -nan 0.1 0.1
67.8 -nan -nan 0.1 0.1
67.85 -nan -nan 0.1 0.1
67.9 -nan -nan 0.1 0.1
67.95 -nan -nan 0.1 0.1
68 -nan -nan 0.1 0.1
68.05 -nan -nan 0.1 0.1
68.1 -nan -nan 0.1 0.1
68.15 -nan -nan 0.1 0.1
68.2 -nan -nan 0.1 0.1
68.25 -nan -nan 0.1 0.1
68.3 -nan -nan 0.1 0.1
68.35 -nan -nan 0.1 0.1
68.4 -nan -nan 0.1 0.1
68.45 -nan -nan 0.1 0.1
68.5 -nan -nan 0.1 0.1
68.55 -nan -nan 0.1 0.1
68.6 -nan -nan 0.1 0.1
68.65 -nan -nan 0.1 0.1
68.7 -nan -nan 0.1 0.1
68.75 -nan -nan 0.1 0.1
68.8 -nan -nan 0.1 0.1
68.85 -nan -nan 0.1 0.1
68.9 -nan -nan 0.1 0.1
68.95 -nan -nan 0.1 0.1
69 -nan -nan 0.1 0.1
69.05 -nan -nan 0.1 0.1
69.1 -nan -nan 0.1 0.1
69.15 -nan -nan 0.1 0.1
69.2 -nan -nan 0.1 0.1
69.25 -nan -nan 0.1 0.1
69.3 -nan -nan 0.1 0.1
69.35 -nan -nan 0.1 0.1
69.4 -nan -nan 0.1 0.1
69.45 -nan -nan 0.1 0.1
69.5 -nan -nan 0.1 0.1
69.55 -nan -nan 0.1 0.1
69.6 -nan -nan 0.1 0.1
69.65 -nan -nan 0.1 0.1
69.7 -nan -nan 0.1 0.1
69.75 -nan -nan 0.1 0.1
69.8 -nan -nan 0.1 0.1
69.85 -nan -nan 0.1 0.1
69.9 -nan -nan 0.1 0.1
69.95 -nan -nan 0.1 0.1
70 -nan -nan 0.1 0.1
70.05 -nan -nan 0.1 0.1
70.1 -nan -nan 0.1 0.1
70.15 -nan -nan 0.1 0.1
70.2 -nan -nan 0.1 0.1
70.25 -nan -nan 0.1 0.1
70.3 -nan -nan 0.1 0.1
70.35 -nan -nan 0.1 0.1
70.4 -nan -nan 0.1 0.1
70.45 -nan -nan 0.1 0.1
70.5 -nan -nan 0.1 0.1
70.55 -nan -nan 0.1 0.1
70.6 -nan -nan 0.1 0.1
70.65 -nan -nan 0.1 0.1
70.7 -nan -nan 0.1 0.1
70.75 -nan -nan 0.1 0.1
70.8 -nan -nan 0.1 0.1
70.85 -nan -nan 0.1 0.1
70.9 -nan -nan 0.1 0.1
70.95 -nan -nan 0.1 0.1
71 -nan -nan 0.1 0.1
71.05 -nan -nan 0.1 0.1
71.1 -nan -nan 0.1 0.1
71.15 -nan -nan 0.1 0.1
71.2 -nan -nan 0.1 0.1
71.25 -nan -nan 0.1 0.1
71.3 -nan -nan 0.1 0.1
71.35 -nan -nan 0.1 0.1
71.4 -nan -nan 0.1 0.1
71.45 -nan -nan 0.1 0.1
71.5 -nan -nan 0.1 0.1
71.55 -nan -nan 0.1 0.1
71.6 -nan -nan 0.1 0.1
71.65 -nan -nan 0.1 0.1
71.7 -nan -nan 0.1 0.1
71.75 -nan -nan 0.1 0.1
71.8 -nan -nan 0.1 0.1
71.85 -nan -nan 0.1 0.1
71.9 -nan -nan 0.1 0.1
71.95 -nan -nan 0.1 0.1
72 -nan -nan 0.1 0.1
72.05 -nan -nan 0.1 0.1
72.1 -nan -nan 0.1 0.1
72.15 -nan -nan 0.1 0.1
72.2 -nan -nan 0.1 0.1
72.25 -nan -nan 0.1 0.1
72.3 -nan -nan 0.1 0.1
72.35 -nan -nan 0.1 0.1
72.4 -nan -nan 0.1 0.1
72.45 -nan -nan 0.1 0.1
72.5 -nan -nan 0.1 0.1
72.55 -nan -nan 0.1 0.1
72.6 -nan -nan 0.1 0.1
72.65 -nan -nan 0.1 0.1
72.7 -nan -nan 0.1 0.1
72.75 -nan -nan 0.1 0.1
72.8 -nan -nan 0.1 0.1
72.85 -nan -nan 0.1 0.1
72.9 -nan -nan 0.1 0.1
72.95 -nan -nan 0.1 0.1
73 -nan -nan 0.1 0.1
73.05 -nan -nan 0.1 0.1
73.1 -nan -nan 0.1 0.1
73.15 -nan -nan 0.1 0.1
73.2 -nan -nan 0.1 0.1
73.25 -nan -nan 0.1 0.1
73.3 -nan -nan 0.1 0.1
73.35 -nan -nan 0.1 0.1
73.4 -nan -nan 0.1 0.1
73.45 -nan -nan 0.1 0.1
73.5 -nan -nan 0.1 0.1
73.55 -nan -nan 0.1 0.1
73.6 -nan -nan 0.1 0.1
73.65 -nan -nan 0.1 0.1
73.7 -nan -nan 0.1 0.1
73.75 -nan -nan 0.1 0.1
73.8 -nan -nan 0.1 0.1
73.85 -nan -nan 0.1 0.1
73.9 -nan -nan 0.1 0.1
